term,source_warriner,source_nrc,is_multiword,valence_mean,arousal_mean,dominance_mean,merge_strategy,confidence
refractivity,False,True,False,0.0,-0.444,0.25,nrc_only,0.7
return to,False,True,True,-0.334,-0.046,-0.354,nrc_only,0.7
or else,False,True,True,-0.406,-0.196,-0.452,nrc_only,0.7
photoengraving,False,True,False,0.167,-0.667,0.111,nrc_only,0.7
secretariat,False,True,False,0.036,-0.082,0.194,nrc_only,0.7
fact,True,True,False,0.33675000000000005,-0.38075000000000003,0.243,both_weighted,0.9
stouthearted,False,True,False,0.952,0.667,0.714,nrc_only,0.7
chromium,True,True,False,-0.06700000000000003,-0.35850000000000004,-0.04299999999999999,both_weighted,0.9
steelyard,False,True,False,0.0,-0.667,0.583,nrc_only,0.7
poly,False,True,False,0.0,0.0,0.0,nrc_only,0.7
effeminately,False,True,False,-0.333,0.533,-0.571,nrc_only,0.7
stonecutter,False,True,False,0.0,0.667,0.593,nrc_only,0.7
sciatica,False,True,False,-0.428,-0.114,-0.214,nrc_only,0.7
toothlessly,False,True,False,-0.625,-0.667,-0.75,nrc_only,0.7
lilt,False,True,False,0.667,0.667,0.037,nrc_only,0.7
bereft,False,True,False,-0.542,-0.02,-0.328,nrc_only,0.7
analgesia,False,True,False,0.667,-1.0,-0.458,nrc_only,0.7
candlewood,False,True,False,0.208,-1.0,-0.074,nrc_only,0.7
soiree,True,True,False,0.40149999999999997,0.048250000000000015,0.013000000000000053,both_weighted,0.9
miscomprehension,False,True,False,-0.704,-0.667,-0.63,nrc_only,0.7
hypostatic,False,True,False,0.0,-0.952,0.238,nrc_only,0.7
lagging,False,True,False,-0.73,0.076,-0.446,nrc_only,0.7
bisectional,False,True,False,0.0,-0.667,0.19,nrc_only,0.7
appurtenances,False,True,False,0.146,-0.176,0.094,nrc_only,0.7
copiously,False,True,False,0.778,0.667,0.333,nrc_only,0.7
weakened,False,True,False,-0.254,-0.392,-0.908,nrc_only,0.7
embellishment,False,True,False,0.346,-0.102,-0.19,nrc_only,0.7
irregularly,False,True,False,-0.416,0.13,-0.206,nrc_only,0.7
worn out,False,True,True,-0.734,-0.2,-0.484,nrc_only,0.7
smoke shop,False,True,True,-0.452,0.19,-0.034,nrc_only,0.7
behave,True,True,False,0.33325,-0.297,0.50325,both_weighted,0.9
acknowledger,False,True,False,0.5,0.611,0.111,nrc_only,0.7
ref,True,True,False,0.012749999999999956,-0.3225,-0.18825000000000003,both_weighted,0.9
inexperience,False,True,False,-0.584,0.228,-0.777,nrc_only,0.7
erectile,True,True,False,-0.020499999999999997,0.3585,0.06625000000000003,both_weighted,0.9
wanton,True,True,False,-0.04299999999999997,0.007749999999999979,-0.10750000000000004,both_weighted,0.9
plankton,True,True,False,0.09700000000000003,-0.354,-0.20274999999999999,both_weighted,0.9
relation,True,True,False,0.46199999999999997,0.024000000000000035,0.21875,both_weighted,0.9
staffer,False,True,False,0.0,0.593,0.5,nrc_only,0.7
thrush,False,True,False,-0.388,-0.02,-0.092,nrc_only,0.7
wrenching,False,True,False,-0.592,0.666,-0.034,nrc_only,0.7
rip up,False,True,True,-0.624,0.042,-0.38,nrc_only,0.7
simples,False,True,False,0.448,-0.52,-0.474,nrc_only,0.7
spiritless,False,True,False,-0.933,-0.963,-0.875,nrc_only,0.7
leapt,False,True,False,0.583,1.0,0.481,nrc_only,0.7
predefinition,False,True,False,0.667,-0.571,0.476,nrc_only,0.7
wherewithal,False,True,False,-0.224,-0.268,-0.358,nrc_only,0.7
glitch,True,True,False,-0.16724999999999995,-0.18824999999999997,-0.4185,both_weighted,0.9
mingle,True,True,False,0.08725,-0.09374999999999999,-0.020999999999999963,both_weighted,0.9
proportionately,False,True,False,0.083,-0.667,0.222,nrc_only,0.7
pilaf,False,True,False,0.593,-0.571,0.0,nrc_only,0.7
overvalue,False,True,False,-0.625,0.556,0.125,nrc_only,0.7
uncontroversial,False,True,False,0.619,-0.63,0.222,nrc_only,0.7
unevaluated,False,True,False,-0.048,-0.571,-0.389,nrc_only,0.7
photosynthesis,False,True,False,0.714,0.333,0.407,nrc_only,0.7
tearing,False,True,False,-0.625,0.667,0.481,nrc_only,0.7
phototherapeutic,False,True,False,0.667,0.593,0.333,nrc_only,0.7
atlantic,False,True,False,0.0,-0.083,0.208,nrc_only,0.7
dogmatist,False,True,False,-0.667,0.667,0.926,nrc_only,0.7
inciter,False,True,False,-0.583,1.0,0.952,nrc_only,0.7
littleness,False,True,False,-0.667,-0.952,-0.905,nrc_only,0.7
cutaneous,False,True,False,-0.27,-0.26,-0.344,nrc_only,0.7
treasures,False,True,False,0.734,0.542,0.684,nrc_only,0.7
game changer,False,True,True,0.534,0.424,0.322,nrc_only,0.7
nontransparent,False,True,False,-0.542,-0.625,-0.444,nrc_only,0.7
electrotype,False,True,False,0.048,0.0,0.417,nrc_only,0.7
gunshot,True,True,False,-0.7342500000000001,0.5217499999999999,0.01050000000000001,both_weighted,0.9
perfect,True,True,False,0.75375,-0.06525,0.50275,both_weighted,0.9
autonomist,False,True,False,0.0,0.625,0.833,nrc_only,0.7
consumable,False,True,False,0.167,0.0,-0.083,nrc_only,0.7
talk dirty,False,True,True,-0.572,0.254,-0.234,nrc_only,0.7
praised,False,True,False,0.9,-0.118,0.442,nrc_only,0.7
time management,False,True,True,0.142,0.184,0.518,nrc_only,0.7
networking,True,True,False,0.19999999999999996,-0.17925,0.20874999999999994,both_weighted,0.9
forces,True,True,False,0.1235,0.10225000000000001,0.44600000000000006,both_weighted,0.9
farsightedly,False,True,False,0.667,0.458,0.63,nrc_only,0.7
pic,False,True,False,-0.1,-0.19,-0.148,nrc_only,0.7
thickener,False,True,False,0.0,-0.667,0.222,nrc_only,0.7
insignificant,True,True,False,-0.587,-0.3565,-0.48800000000000004,both_weighted,0.9
toothed,False,True,False,-0.102,-0.212,-0.296,nrc_only,0.7
nonorganic,False,True,False,-0.286,-0.593,-0.185,nrc_only,0.7
huge difference,False,True,True,-0.066,0.028,0.23,nrc_only,0.7
larynx,True,True,False,-0.10874999999999999,-0.20500000000000002,0.0069999999999999785,both_weighted,0.9
taxonomic,False,True,False,0.0,-0.593,0.667,nrc_only,0.7
clear of,False,True,True,-0.066,-0.318,-0.334,nrc_only,0.7
trepidation,False,True,False,0.164,0.188,-0.072,nrc_only,0.7
tone deaf,False,True,True,-0.552,-0.118,-0.448,nrc_only,0.7
ruckus,True,True,False,-0.31025,0.3647499999999999,-0.07524999999999996,both_weighted,0.9
physical fitness,False,True,True,0.846,0.254,0.38,nrc_only,0.7
flowerpot,False,True,False,0.333,-0.852,-0.625,nrc_only,0.7
disclaim,False,True,False,-0.53,0.018,-0.358,nrc_only,0.7
etiquette,True,True,False,0.22899999999999998,-0.31125,0.0022500000000000436,both_weighted,0.9
fist pump,False,True,True,0.392,0.312,0.214,nrc_only,0.7
engrave,False,True,False,-0.028,-0.116,0.034,nrc_only,0.7
formational,False,True,False,0.167,0.429,0.292,nrc_only,0.7
acquiesce,False,True,False,-0.095,-0.667,-0.667,nrc_only,0.7
airplane,True,True,False,0.25025,0.2795,0.098,both_weighted,0.9
saintliness,False,True,False,1.0,-0.857,0.519,nrc_only,0.7
cold air,False,True,True,-0.19,-0.156,-0.31,nrc_only,0.7
scabbard,False,True,False,-0.35,-0.562,-0.566,nrc_only,0.7
gun for,False,True,True,-0.406,0.492,0.032,nrc_only,0.7
unadoptable,False,True,False,-0.952,-0.778,-0.667,nrc_only,0.7
untitled,False,True,False,-0.574,-0.52,-0.52,nrc_only,0.7
fake news,False,True,True,-0.38,-0.036,-0.352,nrc_only,0.7
known,False,True,False,0.194,-0.222,0.064,nrc_only,0.7
impureness,False,True,False,-0.667,-0.296,-0.704,nrc_only,0.7
next up,False,True,True,0.186,-0.016,0.172,nrc_only,0.7
eaglet,False,True,False,0.625,0.593,0.458,nrc_only,0.7
gravestone,False,True,False,-0.875,-0.963,-0.571,nrc_only,0.7
unprejudiced,False,True,False,0.963,-1.0,0.926,nrc_only,0.7
lackadaisicalness,False,True,False,-1.0,-0.952,-0.667,nrc_only,0.7
thriving,True,True,False,0.47750000000000004,0.048499999999999974,0.5815,both_weighted,0.9
fingernail,True,True,False,-0.010749999999999968,-0.2725,-0.03374999999999995,both_weighted,0.9
smirnoff,True,False,False,0.3600000000000001,-0.13749999999999996,-0.06000000000000005,warriner_only,0.8
hogwash,True,True,False,-0.15250000000000002,0.08499999999999998,-0.10650000000000004,both_weighted,0.9
popularization,False,True,False,0.593,0.333,0.667,nrc_only,0.7
backhand,True,True,False,-0.2605,-0.09974999999999995,-0.12249999999999996,both_weighted,0.9
these guys,False,True,True,-0.094,-0.062,-0.068,nrc_only,0.7
bareheaded,False,True,False,0.0,0.0,0.0,nrc_only,0.7
knifeless,False,True,False,-0.048,-0.667,-0.375,nrc_only,0.7
stimulate,True,True,False,0.5894999999999999,0.423,0.5215,both_weighted,0.9
prob,False,True,False,0.0,-0.016,-0.154,nrc_only,0.7
election campaign,False,True,True,-0.266,0.288,0.634,nrc_only,0.7
commercialize,False,True,False,-0.333,0.667,0.524,nrc_only,0.7
nonevent,False,True,False,0.0,-0.958,-0.741,nrc_only,0.7
notched,False,True,False,-0.04,0.06,-0.288,nrc_only,0.7
pocketful,True,True,False,0.25025,-0.506,-0.023999999999999966,both_weighted,0.9
midwife,True,True,False,0.11225000000000004,-0.16249999999999998,0.073,both_weighted,0.9
ummm,False,True,False,-0.334,-0.334,-0.392,nrc_only,0.7
woodman,False,True,False,0.167,0.667,0.5,nrc_only,0.7
aneurism,False,True,False,-0.778,0.333,-0.81,nrc_only,0.7
porter,False,True,False,0.142,-0.25,0.308,nrc_only,0.7
immorally,False,True,False,-0.952,0.571,-0.667,nrc_only,0.7
pulitzer,False,True,False,0.905,0.0,0.963,nrc_only,0.7
nondeterministic,False,True,False,0.0,0.583,-0.148,nrc_only,0.7
symmetry,True,True,False,0.13774999999999993,-0.45225000000000004,0.1775,both_weighted,0.9
veritably,False,True,False,0.667,0.0,0.593,nrc_only,0.7
care home,False,True,True,0.13,-0.216,-0.096,nrc_only,0.7
incisive,False,True,False,-0.24,0.204,0.09,nrc_only,0.7
managerially,False,True,False,0.667,0.667,0.833,nrc_only,0.7
pov,False,True,False,0.0,-0.08,-0.242,nrc_only,0.7
elongated,False,True,False,0.0,0.0,0.0,nrc_only,0.7
twinge,True,True,False,-0.27275,0.13874999999999996,-0.159,both_weighted,0.9
trustable,False,True,False,1.0,-0.417,0.619,nrc_only,0.7
poppet,False,True,False,0.667,-1.0,-0.5,nrc_only,0.7
unattractively,False,True,False,-1.0,-0.708,-0.625,nrc_only,0.7
country road,False,True,True,0.096,-0.2,0.276,nrc_only,0.7
natural gas,True,True,True,0.04424999999999997,-0.3325,-0.02024999999999995,both_weighted,0.9
perplexity,False,True,False,-0.45,0.44,0.0,nrc_only,0.7
oh so,False,True,True,-0.166,-0.29,-0.416,nrc_only,0.7
improvise,True,True,False,0.24350000000000002,0.04375000000000004,0.12899999999999998,both_weighted,0.9
stumble into,False,True,True,-0.366,0.192,-0.31,nrc_only,0.7
commode,False,True,False,-0.333,-0.667,-0.083,nrc_only,0.7
derogatory,True,True,False,-0.6655,-0.051249999999999976,-0.261,both_weighted,0.9
inconvertibility,False,True,False,-0.667,-1.0,-0.583,nrc_only,0.7
preventively,False,True,False,0.667,-0.476,0.389,nrc_only,0.7
combustibility,False,True,False,-0.238,0.444,0.042,nrc_only,0.7
tempered,False,True,False,0.166,-0.126,0.334,nrc_only,0.7
candlewick,False,True,False,0.333,0.0,-0.042,nrc_only,0.7
spate,False,True,False,-0.556,0.667,0.0,nrc_only,0.7
conscription,False,True,False,-0.208,0.55,0.284,nrc_only,0.7
dental hygienist,False,True,True,0.162,0.054,0.5,nrc_only,0.7
pro bono,False,True,True,0.3,0.012,-0.068,nrc_only,0.7
be along,False,True,True,-0.074,-0.266,-0.038,nrc_only,0.7
desalinate,False,True,False,0.111,0.667,0.167,nrc_only,0.7
despair,True,True,False,-0.5587500000000001,0.24899999999999994,-0.37375,both_weighted,0.9
plunged,False,True,False,-0.556,0.667,-0.524,nrc_only,0.7
jumbled,False,True,False,-0.416,0.204,-0.11,nrc_only,0.7
university student,False,True,True,0.552,0.0,0.236,nrc_only,0.7
epitaph,True,True,False,-0.28274999999999995,-0.362,-0.02550000000000003,both_weighted,0.9
mercifulness,False,True,False,1.0,-0.625,0.593,nrc_only,0.7
god,True,True,False,0.37050000000000005,0.08799999999999995,0.386,both_weighted,0.9
american cheese,False,True,True,0.2,-0.18,0.4,nrc_only,0.7
deliberator,False,True,False,0.625,0.5,0.481,nrc_only,0.7
hourglass,True,True,False,0.11825000000000005,-0.4535,-0.06425000000000003,both_weighted,0.9
uncouple,False,True,False,-0.333,0.667,0.417,nrc_only,0.7
hardened,True,True,False,-0.15400000000000005,0.011750000000000038,0.2815,both_weighted,0.9
hall,True,True,False,0.12124999999999996,-0.46375,-0.17350000000000004,both_weighted,0.9
well put,False,True,True,0.452,0.0,0.0,nrc_only,0.7
in box,False,True,True,-0.26,-0.374,-0.3,nrc_only,0.7
lacquerer,False,True,False,0.0,0.625,0.2,nrc_only,0.7
afoul,False,True,False,-0.6,0.619,-0.333,nrc_only,0.7
clapper,True,True,False,0.020000000000000018,-0.33975,-0.04750000000000003,both_weighted,0.9
magenta,True,True,False,0.25375000000000003,-0.27749999999999997,-0.03125000000000004,both_weighted,0.9
yeoman,False,True,False,0.06,-0.082,0.02,nrc_only,0.7
exultance,False,True,False,1.0,1.0,0.778,nrc_only,0.7
drycleaner,False,True,False,0.037,0.571,0.083,nrc_only,0.7
impresario,False,True,False,0.667,0.667,0.889,nrc_only,0.7
antiroyalist,False,True,False,-0.333,0.667,0.467,nrc_only,0.7
nervous,True,True,False,-0.4715,0.38375,-0.40950000000000003,both_weighted,0.9
hard day,False,True,True,-0.516,0.348,-0.552,nrc_only,0.7
macroscopic,False,True,False,0.0,0.0,0.593,nrc_only,0.7
cryogen,False,True,False,0.0,0.0,0.042,nrc_only,0.7
feigned,False,True,False,-0.654,0.204,-0.334,nrc_only,0.7
old fart,False,True,True,-0.534,-0.174,-0.238,nrc_only,0.7
dark meat,False,True,True,-0.174,0.064,-0.128,nrc_only,0.7
ground rule,False,True,True,-0.034,0.0,0.266,nrc_only,0.7
generically,False,True,False,0.0,-0.583,0.148,nrc_only,0.7
pastime,True,True,False,0.29450000000000004,-0.42825,0.0030000000000000512,both_weighted,0.9
averter,False,True,False,-0.292,0.593,0.625,nrc_only,0.7
downright,False,True,False,0.25,-0.092,0.358,nrc_only,0.7
clear view,False,True,True,0.58,0.018,0.074,nrc_only,0.7
centric,False,True,False,0.0,0.0,0.292,nrc_only,0.7
idiographic,False,True,False,0.0,-0.667,0.381,nrc_only,0.7
deification,False,True,False,1.0,-0.292,1.0,nrc_only,0.7
traffic light,True,True,True,-0.09350000000000003,-0.05549999999999995,-0.22125,both_weighted,0.9
smoldering,False,True,False,0.27,0.562,0.528,nrc_only,0.7
repellent,True,True,False,-0.24774999999999994,-0.043749999999999956,0.03725000000000001,both_weighted,0.9
extricate,False,True,False,0.084,0.02,0.086,nrc_only,0.7
kinematics,False,True,False,0.188,-0.04,0.228,nrc_only,0.7
streamliner,False,True,False,0.667,0.667,0.63,nrc_only,0.7
fair trial,False,True,True,0.44,-0.164,0.034,nrc_only,0.7
signage,False,True,False,-0.111,-0.583,0.167,nrc_only,0.7
traffic calming,False,True,True,0.156,-0.2,-0.066,nrc_only,0.7
reservation,True,True,False,0.188,-0.252,0.061,both_weighted,0.9
format,True,True,False,0.08575000000000005,-0.47575,-0.08575000000000005,both_weighted,0.9
tearlessly,False,True,False,-0.167,-0.963,-0.143,nrc_only,0.7
box in,False,True,True,-0.072,-0.046,0.072,nrc_only,0.7
shamefacedness,False,True,False,-0.857,-0.667,-0.833,nrc_only,0.7
amazement,True,True,False,0.53625,0.46249999999999997,0.31775,both_weighted,0.9
digestive system,False,True,True,-0.072,0.174,0.138,nrc_only,0.7
repetitively,False,True,False,-0.667,0.444,-0.19,nrc_only,0.7
lie down,False,True,True,-0.142,-0.464,-0.556,nrc_only,0.7
accomplishment,True,True,False,0.7982500000000001,0.189,0.5755,both_weighted,0.9
agape,False,True,False,0.224,0.058,-0.072,nrc_only,0.7
submit,True,True,False,-0.0025000000000000022,-0.18824999999999997,-0.07125000000000004,both_weighted,0.9
detergent,True,True,False,0.010499999999999989,-0.41475,0.0009999999999999593,both_weighted,0.9
tipster,True,True,False,0.027499999999999976,-0.2105,0.07125000000000005,both_weighted,0.9
topology,False,True,False,0.0,0.0,0.375,nrc_only,0.7
oversimplification,False,True,False,-0.667,-0.63,-0.63,nrc_only,0.7
ease up,False,True,True,0.134,-0.192,-0.166,nrc_only,0.7
bicentenary,False,True,False,0.667,-0.458,0.125,nrc_only,0.7
rocky road,False,True,True,0.068,-0.018,-0.034,nrc_only,0.7
baby clothes,False,True,True,0.482,-0.394,-0.13,nrc_only,0.7
flat out,False,True,True,-0.222,-0.194,-0.116,nrc_only,0.7
living,False,True,False,0.722,0.442,0.269,nrc_only,0.7
diffusively,False,True,False,-0.407,0.375,-0.625,nrc_only,0.7
castaway,True,True,False,-0.4045,-0.06025,-0.19675000000000004,both_weighted,0.9
grilled,True,True,False,0.41075,-0.13874999999999998,-0.08699999999999997,both_weighted,0.9
echoer,False,True,False,0.074,0.667,-0.375,nrc_only,0.7
parapsychology,False,True,False,-0.042,0.111,0.125,nrc_only,0.7
crash course,False,True,True,-0.266,0.178,0.034,nrc_only,0.7
right on,False,True,True,0.592,0.016,0.266,nrc_only,0.7
amiably,False,True,False,0.889,-0.958,0.542,nrc_only,0.7
representing,False,True,False,0.592,-0.072,0.666,nrc_only,0.7
insuppressibly,False,True,False,0.667,1.0,0.381,nrc_only,0.7
paraplegic,True,True,False,-0.58075,-0.20650000000000002,-0.479,both_weighted,0.9
oppressiveness,False,True,False,-1.0,0.667,0.556,nrc_only,0.7
genitalia,True,True,False,-0.282,0.26325,0.015000000000000013,both_weighted,0.9
bank holiday,False,True,True,0.206,-0.278,0.0,nrc_only,0.7
pontifically,False,True,False,-0.667,0.625,0.833,nrc_only,0.7
electrochemist,False,True,False,0.042,0.556,0.75,nrc_only,0.7
etch,False,True,False,0.02,-0.266,0.196,nrc_only,0.7
ravel,False,True,False,-0.571,0.63,-0.667,nrc_only,0.7
first strike,False,True,True,-0.142,0.142,0.5,nrc_only,0.7
relational,False,True,False,0.667,-0.5,0.222,nrc_only,0.7
absoluteness,False,True,False,0.619,-0.714,0.815,nrc_only,0.7
unaffordable,False,True,False,-0.708,-0.593,-0.333,nrc_only,0.7
accursedly,False,True,False,-1.0,0.148,-0.583,nrc_only,0.7
transposable,False,True,False,0.0,0.0,0.167,nrc_only,0.7
crib,True,True,False,0.33175,-0.35250000000000004,-0.12175000000000005,both_weighted,0.9
going,False,True,False,0.048,0.708,0.0,nrc_only,0.7
habitual,True,True,False,-0.07299999999999998,-0.50075,0.030000000000000034,both_weighted,0.9
snotty,True,True,False,-0.58875,-0.17800000000000005,-0.43624999999999997,both_weighted,0.9
deepfreeze,False,True,False,-0.111,-1.0,-0.042,nrc_only,0.7
doubtless,False,True,False,0.376,-0.17,0.378,nrc_only,0.7
horsemeat,False,True,False,-0.381,-0.222,0.0,nrc_only,0.7
cue,True,True,False,0.12599999999999997,-0.14825000000000005,-0.06349999999999999,both_weighted,0.9
go mad,False,True,True,-0.304,0.288,-0.308,nrc_only,0.7
quick buck,False,True,True,-0.032,0.088,0.064,nrc_only,0.7
track star,False,True,True,0.334,0.12,0.266,nrc_only,0.7
hold on,False,True,True,-0.13,-0.096,-0.134,nrc_only,0.7
duck in,False,True,True,-0.172,-0.184,-0.096,nrc_only,0.7
awesomeness,False,True,False,0.834,0.294,0.854,nrc_only,0.7
outcome,True,True,False,0.1925,-0.19299999999999998,0.35625,both_weighted,0.9
garmentless,False,True,False,-0.333,-0.083,-0.583,nrc_only,0.7
lost,True,True,False,-0.62625,0.17675000000000005,-0.43374999999999997,both_weighted,0.9
validity,True,True,False,0.19349999999999998,-0.31375,0.4009999999999999,both_weighted,0.9
multinomial,False,True,False,0.0,0.167,0.0,nrc_only,0.7
educational system,False,True,True,0.322,0.136,0.068,nrc_only,0.7
transubstantiation,False,True,False,0.0,-0.593,0.417,nrc_only,0.7
cry over,False,True,True,-0.642,-0.046,-0.556,nrc_only,0.7
acme,False,True,False,-0.184,-0.13,-0.25,nrc_only,0.7
bruised,False,True,False,-0.667,-0.333,-0.667,nrc_only,0.7
poetic,True,True,False,0.58875,-0.30599999999999994,0.21300000000000002,both_weighted,0.9
edgeways,False,True,False,0.0,0.333,-0.083,nrc_only,0.7
political hack,False,True,True,-0.3,0.338,0.214,nrc_only,0.7
precook,False,True,False,0.389,0.667,-0.25,nrc_only,0.7
undeterminable,False,True,False,-0.167,-0.625,-0.481,nrc_only,0.7
gorgeous,True,True,False,0.74125,0.04999999999999999,0.49724999999999997,both_weighted,0.9
inspection,True,True,False,-0.12599999999999997,0.011249999999999982,0.15300000000000005,both_weighted,0.9
business plan,False,True,True,0.358,0.27,0.242,nrc_only,0.7
yuletide,True,True,False,0.08675000000000005,-0.195,-0.04499999999999999,both_weighted,0.9
newsworthy,False,True,False,0.667,0.667,0.583,nrc_only,0.7
halfheartedly,False,True,False,-0.667,-0.667,-0.625,nrc_only,0.7
clairvoyant,True,True,False,0.36375,0.07474999999999996,0.4595,both_weighted,0.9
landholder,False,True,False,0.542,-0.074,0.704,nrc_only,0.7
untidiness,False,True,False,-0.667,-0.583,-0.667,nrc_only,0.7
disgustedly,False,True,False,-0.952,0.619,-0.429,nrc_only,0.7
attestation,False,True,False,-0.532,0.27,0.0,nrc_only,0.7
caboose,True,True,False,0.05750000000000005,-0.29075,-0.14699999999999996,both_weighted,0.9
slanderer,False,True,False,-1.0,0.778,0.417,nrc_only,0.7
interdependency,False,True,False,0.722,0.0,-0.208,nrc_only,0.7
soccer field,False,True,True,0.244,0.032,0.206,nrc_only,0.7
top end,False,True,True,0.234,-0.072,0.066,nrc_only,0.7
bearlike,False,True,False,-0.286,0.667,0.625,nrc_only,0.7
jetliner,False,True,False,0.125,0.708,0.815,nrc_only,0.7
secularism,False,True,False,-0.266,-0.12,0.118,nrc_only,0.7
unamplified,False,True,False,-0.067,-1.0,-0.458,nrc_only,0.7
half hour,False,True,True,-0.134,-0.23,-0.234,nrc_only,0.7
whodunit,False,True,False,0.333,0.667,0.296,nrc_only,0.7
exterminatory,False,True,False,-1.0,1.0,0.917,nrc_only,0.7
goddamnit,False,True,False,-1.0,1.0,0.762,nrc_only,0.7
panic attack,False,True,True,-0.758,0.476,-0.5,nrc_only,0.7
madhouse,True,True,False,-0.61575,0.33224999999999993,-0.28375,both_weighted,0.9
scrimp,False,True,False,-0.625,0.593,-0.481,nrc_only,0.7
avariciousness,False,True,False,-1.0,0.667,0.259,nrc_only,0.7
hang with,False,True,True,-0.072,0.046,-0.322,nrc_only,0.7
play back,False,True,True,0.172,0.014,-0.142,nrc_only,0.7
bipartite,False,True,False,-0.27,-0.04,-0.072,nrc_only,0.7
undercharged,False,True,False,-0.444,0.0,-0.25,nrc_only,0.7
shagginess,False,True,False,-0.333,-0.5,-0.407,nrc_only,0.7
preposition,False,True,False,0.0,0.0,0.208,nrc_only,0.7
pearliness,False,True,False,0.875,-0.619,0.048,nrc_only,0.7
handicapper,False,True,False,-0.667,0.667,0.524,nrc_only,0.7
pard,False,True,False,0.667,-0.417,0.083,nrc_only,0.7
disregard,True,True,False,-0.38300000000000006,-0.04050000000000001,-0.20700000000000002,both_weighted,0.9
murkiness,False,True,False,-0.667,-0.704,-0.593,nrc_only,0.7
emotively,False,True,False,0.048,0.667,-0.037,nrc_only,0.7
take root,False,True,True,0.0,-0.072,-0.06,nrc_only,0.7
undrinkable,False,True,False,-0.81,-1.0,-0.708,nrc_only,0.7
agency,True,True,False,-0.02250000000000004,-0.43274999999999997,0.06924999999999996,both_weighted,0.9
controller,True,True,False,-0.10225000000000004,0.097,0.513,both_weighted,0.9
inning,True,True,False,0.11949999999999995,-0.385,0.11875000000000001,both_weighted,0.9
soothsay,False,True,False,0.167,0.083,0.542,nrc_only,0.7
or whatever,False,True,True,-0.234,-0.12,-0.5,nrc_only,0.7
featheriness,False,True,False,0.533,-0.905,-0.444,nrc_only,0.7
explanative,False,True,False,0.25,-0.593,0.5,nrc_only,0.7
microfossil,False,True,False,0.167,-1.0,0.0,nrc_only,0.7
frequenter,False,True,False,0.042,0.667,0.37,nrc_only,0.7
smooth out,False,True,True,0.414,-0.234,-0.258,nrc_only,0.7
fielder,True,True,False,0.04799999999999997,-0.22324999999999995,-0.05750000000000004,both_weighted,0.9
friends with,False,True,True,0.516,-0.104,0.344,nrc_only,0.7
time slot,False,True,True,-0.13,-0.11,-0.184,nrc_only,0.7
get busy,False,True,True,0.032,0.238,0.104,nrc_only,0.7
boilerplate,False,True,False,-0.204,0.038,-0.226,nrc_only,0.7
bibliophilist,False,True,False,0.667,-0.593,0.208,nrc_only,0.7
windiness,False,True,False,-0.333,-0.167,-0.074,nrc_only,0.7
contrite,False,True,False,-0.306,-0.274,-0.054,nrc_only,0.7
been had,False,True,True,-0.53,-0.1,-0.266,nrc_only,0.7
searching,False,True,False,0.068,0.314,-0.068,nrc_only,0.7
bulletproof vest,False,True,True,-0.134,0.276,0.296,nrc_only,0.7
adulterated,False,True,False,-0.624,0.73,-0.26,nrc_only,0.7
prudence,True,True,False,0.3285,-0.32599999999999996,0.23525000000000001,both_weighted,0.9
christen,True,True,False,0.2605,-0.38149999999999995,0.05924999999999994,both_weighted,0.9
castrate,True,True,False,-0.67425,0.02249999999999998,-0.17600000000000002,both_weighted,0.9
long vacation,False,True,True,0.466,-0.074,0.256,nrc_only,0.7
laundry room,False,True,True,-0.13,-0.084,0.032,nrc_only,0.7
disturbance,True,True,False,-0.6439999999999999,0.43075,-0.3085,both_weighted,0.9
overhung,False,True,False,-0.571,-0.667,-0.222,nrc_only,0.7
dame,True,True,False,0.33149999999999996,-0.11750000000000003,0.0675,both_weighted,0.9
antibiotics,True,True,False,-0.04575000000000002,-0.21275000000000002,0.07075000000000004,both_weighted,0.9
resuscitation,True,True,False,0.23924999999999996,0.265,0.3575,both_weighted,0.9
launches,False,True,False,-0.02,0.326,0.204,nrc_only,0.7
servicewoman,False,True,False,0.667,0.667,0.667,nrc_only,0.7
documentarily,False,True,False,0.0,0.0,0.444,nrc_only,0.7
lengthily,False,True,False,-0.074,-0.63,0.0,nrc_only,0.7
lovee,False,True,False,0.898,0.184,0.222,nrc_only,0.7
teacher,True,True,False,0.55625,-0.35850000000000004,0.50375,both_weighted,0.9
sequestered,False,True,False,-0.68,0.726,-0.146,nrc_only,0.7
representative democracy,False,True,True,0.266,0.38,0.322,nrc_only,0.7
clothesbasket,False,True,False,0.0,-0.583,-0.375,nrc_only,0.7
gone,False,True,False,-0.416,-0.54,-0.62,nrc_only,0.7
deliberateness,False,True,False,0.524,-0.63,0.667,nrc_only,0.7
sleeping pills,False,True,True,-0.3,-1.0,-0.322,nrc_only,0.7
textually,False,True,False,0.0,-0.083,0.25,nrc_only,0.7
gash,True,True,False,-0.20975,0.04750000000000004,-0.2315,both_weighted,0.9
naked eye,False,True,True,-0.334,-0.104,-0.334,nrc_only,0.7
definite,True,True,False,0.30674999999999997,-0.3092499999999999,0.28974999999999995,both_weighted,0.9
transitionally,False,True,False,0.0,0.63,-0.185,nrc_only,0.7
affableness,False,True,False,1.0,-0.667,0.222,nrc_only,0.7
blue moon,False,True,True,-0.244,-0.308,0.1,nrc_only,0.7
sunbath,False,True,False,0.958,0.667,-0.208,nrc_only,0.7
onto,False,True,False,0.0,0.222,0.042,nrc_only,0.7
